DRUG_NAME,CELL_LINE_NAME,AUC_FA
Cisplatin,BT-549,2.71186348010539e-002
Dabrafenib,CL-40,-7.61596201510599e-002
Sapitinib,CL-40,-5.04192169759412e-002
SCH772984,CL-40,0.438575161521718
Navitoclax,CW-2,0.129316726462435
AZD7762,LS-411N,0.727870810933284
Nutlin-3a (-),SW948,-5.4384872728567e-002
AZD8055,SNU-81,0.236770752636911
Trametinib,SW1417,0.588367509831514
Gefitinib,KYSE-70,4.28899910012924e-002
MK-1775,MCF7,2.58548432743678e-002
SCH772984,COLO-205,0.790244747844406
LGK974,COLO-205,7.35165159786217e-002
Trametinib,COLO-205,0.859899790375732
Trametinib,DiFi,0.735717907860518
Afatinib,CL-40,0.360907549172251
SB505124,GP5d,7.22234288107396e-002
MK-1775,GP5d,0.546681205530157
Afatinib,GP5d,0.461995965147543
Nilotinib,Hs-578-T,0.277256691384248
Navitoclax,GP5d,0.425339924705543
MK-2206,GP5d,0.33111325924944
Afatinib,RKO,0.399028005181868
Navitoclax,RKO,0.192447155217546
BMS-754807,RKO,0.301385023078187
Nutlin-3a (-),RKO,0.126191284654836
MK-2206,KM12,0.154528006110888
Palbociclib,KM12,0.404142879787935
Afatinib,NCI-H508,0.663208410188673
Nutlin-3a (-),SNU-407,0.187774596214449
Afatinib,NCI-H747,0.555274649959001
Navitoclax,NCI-H747,0.203570872935829
Afatinib,SNU-175,0.463533523546138
MK-2206,SNU-175,0.219921579916653
Nutlin-3a (-),SNU-175,0.230134198345912
Afatinib,HT-29,0.263104001729936
Navitoclax,HT-29,9.8480346372555e-002
BMS-754807,HT-29,0.570913195348024
Afatinib,HCT-15,0.380666801339617
Navitoclax,HCT-15,0.193848426587838
BMS-754807,HCT-15,0.385968161979988
Afatinib,SW620,0.254870873731884
Cisplatin,NTERA-2-cl-D1,0.499768525128385
SB505124,SNU-C2B,0.228633989497411
BMS-754807,CL-40,0.457384862792857
MK-2206,COLO-205,0.4163502983537
Navitoclax,DiFi,0.625549656197448
MK-2206,DiFi,0.361139901445986
Navitoclax,HCC2998,0.312005464813237
MK-2206,HCC2998,0.223153207290312
MK-2206,LS-513,0.341836300041199
Nutlin-3a (-),LS-513,0.267287308000616
BMS-754807,MDST8,0.439639698770654
MK-2206,MDST8,0.208308180388325
BMS-754807,RCM-1,0.291136308860261
MK-2206,RCM-1,6.8903239536342e-002
Afatinib,SNU-C1,0.385318822079605
Navitoclax,SNU-C1,0.333652888540844
MK-2206,SNU-C1,0.379411904779871
Afatinib,SNU-C5,0.318129633609113
BMS-754807,SNU-C5,0.234194936422825
Trametinib,CL-40,0.647859862745098
Vorinostat,Hs-578-T,0.390879118422816
AZD7762,GP5d,0.648714267737583
BMS-754807,GP5d,0.510161232731297
Nutlin-3a (-),GP5d,0.364244580686427
Trametinib,RKO,0.754567078217904
MK-2206,RKO,0.185407943041545
BMS-754807,KM12,0.741750287405073
AZD7762,NCI-H508,0.503627215577666
Trametinib,NCI-H508,0.658921978355067
BMS-754807,NCI-H508,0.64755549178879
MK-2206,NCI-H508,0.542206791519617
Navitoclax,SNU-407,6.56805350480644e-002
BMS-754807,SNU-407,0.416927676446233
MK-2206,SNU-407,0.199879870018165
Palbociclib,SNU-407,0.214716629985197
AZD7762,NCI-H747,0.231939183095319
Trametinib,NCI-H747,0.763462393703555
Nutlin-3a (-),NCI-H747,-2.59521934590716e-002
AZD7762,SNU-175,0.286976317208166
Trametinib,SNU-175,0.531540942014476
Navitoclax,SNU-175,0.161936041467149
BMS-754807,SNU-175,0.68429510272152
Palbociclib,SNU-175,0.312063143896043
Trametinib,HCT-15,0.554970481523013
Cytarabine,NTERA-2-cl-D1,0.321626758236549
Vorinostat,NTERA-2-cl-D1,0.40886790195544
AZD7762,CL-40,0.148003101485766
Navitoclax,CL-40,0.519723491951929
Navitoclax,COLO-205,0.619555706185406
BMS-754807,COLO-205,0.77673927758619
Palbociclib,COLO-205,0.359806746646411
AZD7762,DiFi,0.408666855915959
Palbociclib,DiFi,0.126744860252534
AZD7762,HCC2998,0.515135916573732
BMS-754807,HCC2998,0.355115326274036
Afatinib,LS-513,0.655357565511443
AZD7762,LS-513,0.292125125969811
BMS-754807,LS-513,0.58376471098031
AZD7762,MDST8,0.759268311305423
Navitoclax,MDST8,0.427875076986747
Nutlin-3a (-),MDST8,0.222640711087528
Trametinib,SNU-C1,0.754752588988259
AZD7762,SNU-C5,0.617047914192753
Navitoclax,SNU-C5,0.127365867243222
MK-2206,SNU-C5,0.206391634753438
AZD4547,GP5d,-1.98084514326044e-002
Cisplatin,Hs-578-T,-5.08831082258647e-002
Trametinib,SW620,0.745096332079308
AZD8055,SW620,0.169496531413963
Gefitinib,UACC-812,5.82267713058086e-002
MK-2206,CL-40,5.15243491127649e-003
Nutlin-3a (-),DiFi,5.33761320023288e-002
Nutlin-3a (-),HCC2998,-3.79232103233528e-002
Palbociclib,LS-513,0.309667915975748
Nutlin-3a (-),RCM-1,-1.43773360085067e-002
Palbociclib,SNU-C5,7.87822906407523e-002
Nutlin-3a (-),SNU-C5,1.15918266408591e-002
SB216763,GP5d,-1.55489227396671e-002
Olaparib,GP5d,-3.2695147357844e-002
Taselisib,GP5d,0.498581602586647
SCH772984,GP5d,0.204278492886036
LGK974,GP5d,2.43307274709626e-002
Trametinib,GP5d,0.637924058506643
Palbociclib,GP5d,0.183419672454917
Palbociclib,RKO,0.154345634596949
Afatinib,KM12,0.419926390114971
Trametinib,KM12,0.724224200857449
Navitoclax,KM12,8.21297548357282e-002
Nutlin-3a (-),KM12,-4.44407398138185e-002
Navitoclax,NCI-H508,0.251991988728188
Linsitinib,NCI-H508,0.214332517258883
Palbociclib,NCI-H508,0.394069739591967
AZD7762,SNU-407,0.274364130576593
BMS-754807,NCI-H747,0.351129465701806
MK-2206,NCI-H747,0.204588622545966
Trametinib,HT-29,0.805582234691524
AZD8055,HT-29,0.260006071273811
MK-2206,HT-29,0.289443655144309
Palbociclib,HT-29,0.294150557257396
Nutlin-3a (-),HT-29,1.88319677086177e-002
MK-2206,HCT-15,0.215913880513083
Palbociclib,HCT-15,0.142536240459548
Nutlin-3a (-),HCT-15,1.55654621604402e-002
Gefitinib,NTERA-2-cl-D1,3.71319756805716e-002
Nilotinib,NTERA-2-cl-D1,0.133480682636988
Cytarabine,UACC-812,-6.59961155716134e-002
Nilotinib,UACC-812,-0.139549191599655
Nutlin-3a (-),CL-40,-7.24141204064569e-003
AZD7762,COLO-205,0.155598570089259
BMS-754807,DiFi,0.437637649844636
Afatinib,HCC2998,0.545154243787465
Trametinib,HCC2998,0.859338454384106
Palbociclib,HCC2998,0.103273641722586
Trametinib,LS-513,0.920338232171741
Navitoclax,LS-513,0.19942199675472
Palbociclib,MDST8,0.248570670213235
Afatinib,RCM-1,0.487864383993415
Trametinib,RCM-1,0.753259501931858
Palbociclib,RCM-1,0.157905994143407
Palbociclib,SNU-C1,0.110156952174344
Trametinib,SNU-C5,0.531844149773861
Dabrafenib,GP5d,-3.62787872940462e-002
Sapitinib,GP5d,0.16958028017825
AZD7762,KM12,0.685444445954702
Nutlin-3a (-),NCI-H508,-5.14099574910126e-002
Palbociclib,NCI-H747,0.130882226319765
AZD8055,HCT-15,0.409231879112675
AZD7762,NTERA-2-cl-D1,0.425473419851034
SB216763,SNU-C2B,-8.69580873948312e-003
Palbociclib,CL-40,0.152292045904234
Nutlin-3a (-),COLO-205,-2.58060815707396e-002
BMS-754807,SNU-C1,0.652018993246888
Nutlin-3a (-),SNU-C1,4.06776349082515e-002
Afatinib,SW1463,0.632666170336424
Navitoclax,SW1463,0.129885396774685
BMS-754807,SW1463,0.305503307081429
MK-2206,SW1463,2.36918883010202e-002
Palbociclib,SW1463,0.201162240894315
SB505124,COLO-320-HSR,8.89904513102897e-002
MK-1775,COLO-320-HSR,0.669938000813376
AZD4547,COLO-320-HSR,0.163357914651148
Afatinib,COLO-320-HSR,0.162079395819201
SB505124,KM12,0.121197412064636
Dabrafenib,KM12,9.83872531334749e-002
Taselisib,KM12,0.281732762250423
SCH772984,KM12,0.592333358245845
SB216763,LoVo,2.43438036302498e-002
MK-1775,LoVo,0.63335340308462
SB216763,NCI-H508,9.72309481408133e-002
SB505124,NCI-H508,-1.6904087819334e-002
Taselisib,NCI-H508,0.614600011142826
AZD4547,NCI-H508,2.69416922814553e-002
SB505124,RKO,0.234111055270285
LGK974,RKO,3.96062182840087e-002
SB216763,SNU-175,4.72067997924568e-002
SB505124,SNU-175,0.177179875447652
MK-1775,SNU-175,0.592784998555947
SCH772984,SNU-175,0.478870410335162
AZD4547,SNU-175,9.72403752398425e-002
Olaparib,SNU-C2B,0.11262299126827
Taselisib,SNU-C2B,0.252400146300015
AZD4547,SNU-C2B,6.59428130559679e-002
Afatinib,SNU-C2B,0.352095961081615
Navitoclax,SW620,0.416403632155159
BMS-754807,SW620,0.389284350404431
BMS-754807,LS-1034,0.406415383368391
MK-2206,LS-1034,0.146237223624098
Navitoclax,SW837,0.350447421260219
BMS-754807,SW837,0.344794305788925
Nutlin-3a (-),SNU-C2B,3.78589387606526e-002
Navitoclax,COLO-320-HSR,3.31637172406492e-002
SB505124,CW-2,9.64716777921406e-003
SB216763,HT-115,7.2548832380661e-002
Olaparib,HT-115,8.11809771899455e-003
LGK974,HT-115,6.690891260254e-002
AZD4547,HT-115,-2.82870640315075e-002
Afatinib,HT-115,0.584271669010216
SB505124,LS-180,0.135173079763383
SB505124,LS-411N,0.108309768418058
Olaparib,LS-411N,-3.10478689719049e-002
Taselisib,LS-411N,0.219076121582923
SCH772984,LS-411N,0.580052308168273
SB505124,SNU-407,0.280498254981018
Dabrafenib,SNU-407,-5.57446401386711e-002
Olaparib,SNU-407,6.41465416866894e-002
LGK974,SNU-407,0.114252367118833
SB505124,SNU-81,0.16016054139742
LGK974,COLO-320-HSR,5.56681170351448e-002
Trametinib,COLO-320-HSR,0.29683788182861
MK-1775,KM12,0.68484929587569
SB505124,LoVo,0.127880099932852
5-Fluorouracil,NCI-H508,0.378695772988218
Oxaliplatin,NCI-H508,0.338331914087402
MK-1775,NCI-H508,0.512725220884193
SCH772984,NCI-H508,0.37077034058091
Dabrafenib,RKO,0.330718671643994
MK-1775,RKO,0.546039942721861
SCH772984,RKO,0.4164232859937
Taselisib,SNU-175,0.406428056388366
MK-1775,SNU-C2B,0.521314178199731
SCH772984,SNU-C2B,0.283492587192755
MK-2206,SW837,9.19100080860194e-002
Palbociclib,SW837,4.21651018789341e-002
MK-2206,SNU-C2B,0.12781952079673
MK-2206,COLO-320-HSR,8.86727509917797e-002
MK-1775,HT-115,0.359926350486116
Sapitinib,HT-115,0.194080261887931
SCH772984,HT-115,0.13258637896534
MK-1775,LS-411N,0.583468816715647
SB216763,SNU-81,-2.95086347254917e-002
MK-1775,SNU-81,0.321350165021519
Taselisib,SNU-81,0.208768354965155
Taselisib,COLO-320-HSR,0.431181182173662
AZD4547,KM12,0.708745740147113
Olaparib,LoVo,-3.79189001837444e-002
Dabrafenib,NCI-H508,0.106508896947828
Olaparib,NCI-H508,4.13162709544417e-004
Trametinib,SNU-C2B,0.534484238674956
Nutlin-3a (-),LS-1034,6.41085862211752e-002
Nutlin-3a (-),COLO-320-HSR,-0.1076344080321
Olaparib,CW-2,7.55920985489609e-003
Trametinib,HT-115,0.7173055874828
Olaparib,LS-180,5.02145421119914e-002
LGK974,LS-180,6.05995987265844e-002
Sapitinib,LS-411N,-6.49907356616791e-002
Dabrafenib,SNU-81,6.3984426607438e-002
Olaparib,SNU-81,5.25796110012599e-002
Sapitinib,SNU-81,3.05400851262854e-002
Trametinib,SW1463,0.811323089078358
Nutlin-3a (-),SW1463,2.9537254684907e-002
SB216763,COLO-320-HSR,-0.112184097778088
Dabrafenib,COLO-320-HSR,1.11825936564216e-002
Olaparib,COLO-320-HSR,1.47648337021107e-002
Sapitinib,COLO-320-HSR,-5.96118089384189e-002
SCH772984,COLO-320-HSR,-2.66361577660887e-002
SB216763,KM12,-8.75364114514671e-002
Olaparib,KM12,-6.67674918112036e-003
LGK974,KM12,2.16555952575351e-002
Dabrafenib,LoVo,0.215021701580342
Sapitinib,LoVo,0.369923252493057
LGK974,NCI-H508,6.2313979787626e-003
Olaparib,RKO,6.43995530792219e-003
Taselisib,RKO,0.352711695504216
AZD4547,RKO,-3.13266881920222e-003
Dabrafenib,SNU-175,-2.0949356455269e-002
Olaparib,SNU-175,3.49977337804673e-002
Sapitinib,SNU-175,0.406358719757277
LGK974,SNU-175,6.56601330705237e-003
Dabrafenib,SNU-C2B,7.73098411572185e-003
Sapitinib,SNU-C2B,0.179896596977383
LGK974,SNU-C2B,9.19237903737755e-002
MK-2206,SW620,4.7320473122113e-002
Nutlin-3a (-),SW620,-1.12866573103908e-002
AZD8055,SK-CO-1,0.363299782834147
Afatinib,LS-1034,0.348927661569383
Trametinib,LS-1034,0.766577881142089
AZD8055,LS-1034,3.42030523868474e-002
Navitoclax,LS-1034,0.207525375412073
Palbociclib,LS-1034,0.145771712425945
Afatinib,SW837,0.361118360940351
Trametinib,SW837,0.680955184915257
AZD8055,SW837,4.16714924139146e-002
Nutlin-3a (-),SW837,2.15468286779301e-002
Navitoclax,SNU-C2B,0.171847415030614
BMS-754807,SNU-C2B,0.249232353011686
Palbociclib,SNU-C2B,7.00883933182654e-002
AZD8055,COLO-320-HSR,4.19232369672015e-002
BMS-754807,COLO-320-HSR,0.521689115341461
Palbociclib,COLO-320-HSR,9.41880619163685e-002
SB216763,CW-2,-4.10718865951124e-004
Dabrafenib,CW-2,6.59632264030979e-002
AZD8055,GP5d,0.34295595665828
SB505124,HT-115,5.80665461286294e-002
Dabrafenib,HT-115,-1.02130469939124e-004
Taselisib,HT-115,0.204165908893461
AZD8055,LS-180,0.47167727924189
SB216763,LS-180,1.18985436649075e-002
Dabrafenib,LS-180,3.34779519128255e-002
AZD4547,LS-180,-4.99949024046615e-002
AZD8055,LS-411N,0.581481120200313
SB216763,LS-411N,-1.48591870162782e-002
Dabrafenib,LS-411N,0.283345300970598
LGK974,LS-411N,4.95319103438282e-002
AZD4547,LS-411N,4.84027524164691e-002
AZD8055,SNU-407,0.492257832516699
SB216763,SNU-407,3.15965959860276e-002
Sapitinib,KM12,-2.33865582255011e-002
Sapitinib,NCI-H508,0.491662007533316
SB216763,RKO,1.50919489909332e-003
Sapitinib,RKO,-3.10156648064808e-002
Palbociclib,SW620,0.196757229538016
AZD8055,SNU-C2B,6.29229762572444e-002
AZD4547,SNU-407,-5.295694456467e-002
AZD4547,SNU-81,2.52215380207774e-002
SB216763,LS-513,0.151533985439434
SB505124,LS-513,0.202762535081773
Dabrafenib,LS-513,-4.28400700672398e-002
MK-1775,LS-513,0.634969139299723
Taselisib,LS-513,0.411329050767338
LGK974,LS-513,7.84726378259468e-002
AZD4547,LS-513,1.046427263101e-002
AT13148,DG-75,4.55683875129014e-002
VE821,DG-75,8.65841996887003e-002
AT13148,A375,-1.63149235226235e-002
LJI308,A375,4.52238489144082e-002
AT13148,A549,0.215729427939981
LJI308,A549,6.13125104639751e-002
AZ6102,A549,0.290981871512188
AT13148,C32,1.02903732539391e-002
LJI308,C32,2.24556004316149e-002
Uprosertib,MFM-223,0.463914670940629
AT13148,MHH-ES-1,1.63808948613188e-002
AZ6102,MHH-ES-1,0.158561459002548
AT13148,PC-14,0.140424174291279
VE821,PC-14,8.59774991789257e-002
AT13148,SW620,5.49696418339938e-002
VE821,SNU-C2B,8.5093340300057e-002
AT13148,HCT-15,0.27079424444264
VE821,HCT-15,9.83954800083505e-002
GSK591,HT-29,0.141157622383361
VE821,HT-29,0.148760727288063
VE821,EJM,0.280363297192622
AT13148,KMS-12-BM,-6.26860777135652e-002
Uprosertib,KMS-12-BM,0.247264219605112
LJI308,KMS-12-BM,-4.73687268643555e-002
AT13148,NCI-H720,0.20356563343773
Gemcitabine,BT-549,0.100291259028456
SB216763,HCT-15,-2.85363530038034e-002
Taselisib,HCT-15,0.449615471178129
AZD4547,HCT-15,0.140546223800268
SB216763,HT-29,-9.72976448206323e-002
SB505124,HT-29,0.218435291109682
Dabrafenib,HT-29,0.358215662292783
Olaparib,HT-29,-4.67192285369352e-002
Sapitinib,HT-29,2.25798463401686e-002
AZD4547,HT-29,0.1722870979123
SB505124,SK-CO-1,0.260927922381537
Dabrafenib,SK-CO-1,9.44100650815194e-002
Olaparib,SK-CO-1,0.209445160132041
AZD4547,SK-CO-1,0.126222090202247
SB505124,SW620,0.128589756980496
Dabrafenib,SW620,-2.86153507079732e-002
MK-1775,SW620,0.478342367828957
Sapitinib,SW620,-1.55936245023636e-002
LGK974,SW620,9.64151012839089e-002
Navitoclax,BT-549,0.269347237387251
Sapitinib,LS-513,0.323682140755488
SCH772984,LS-513,0.49766606137576
Uprosertib,BT-474,0.28250112168749
Uprosertib,DG-75,0.264671185484037
Uprosertib,A375,7.0154007936531e-002
AZD3759,A549,0.160688198303658
Uprosertib,MHH-ES-1,8.0248601121068e-002
Uprosertib,PC-14,0.233061124707868
AT13148,SNU-C2B,0.122227335335012
GSK591,SNU-C2B,6.30429734745952e-002
Uprosertib,U-2-OS,6.03567863056581e-002
LJI308,U-2-OS,-2.27395426994633e-002
AZD3759,U-2-OS,-5.65072520503927e-002
AT13148,HT-29,0.142345933234009
Uprosertib,HT-29,0.363167778682995
AT13148,EJM,7.15432924355943e-002
Uprosertib,EJM,0.282220661352606
Uprosertib,NCI-H720,0.614225671319428
Dabrafenib,HCT-15,0.1489897804558
Taselisib,HT-29,0.499282504018252
LGK974,HT-29,6.34084801639853e-002
SB216763,SK-CO-1,5.38627131155008e-002
MK-1775,SK-CO-1,0.545842589052875
Olaparib,SW620,3.01463973197509e-002
LGK974,SNU-81,6.33987959500534e-002
LJI308,DG-75,-7.6950975104664e-002
AZ6102,DG-75,4.62249568831524e-002
AZ6102,A375,0.184958531054399
AT13148,MFM-223,9.38286665747362e-002
LJI308,MHH-ES-1,-2.54457259892174e-002
LJI308,PC-14,2.0326915596599e-002
LJI308,SNU-C2B,1.10160613757356e-002
AT13148,U-2-OS,4.83960120898328e-002
Uprosertib,HCT-15,0.289384713563095
LJI308,HCT-15,4.17214089324805e-003
LJI308,EJM,-3.41807979530976e-002
AZD3759,EJM,-3.18108227012026e-002
Olaparib,BT-549,3.43985136037873e-002
LGK974,HCT-15,6.09417836504816e-003
SCH772984,HT-29,0.720582023722377
SCH772984,SNU-81,0.199225601661717
Olaparib,LS-513,7.12592119140074e-002
Uprosertib,CAL-51,0.215655640645865
AZD3759,DG-75,-0.106739996522094
AZD3759,A375,-1.43524603043111e-002
GSK591,A375,6.61055984868455e-002
VE821,A375,9.86789365736023e-002
Uprosertib,A549,0.219270551848501
GSK591,A549,0.130844033929007
VE821,A549,9.73881886233879e-002
Uprosertib,C32,0.154028309449504
AZ6102,C32,4.96040392392754e-002
AZD3759,C32,-2.12885042782228e-002
VE821,C32,0.108190169795502
LJI308,MFM-223,8.14135536905315e-002
AZ6102,MFM-223,0.213912710499778
GSK591,MFM-223,0.145903847677366
VE821,MFM-223,0.127740816099043
AZD3759,MHH-ES-1,-2.04035651194326e-002
GSK591,MHH-ES-1,6.23368683871511e-002
AZ6102,PC-14,0.18099112947994
AZD3759,PC-14,0.53668047329537
GSK591,PC-14,0.100770672419145
LJI308,SW620,-5.78178966115998e-002
AZ6102,SW620,3.22980948418644e-002
AZD3759,SW620,-3.07477463427692e-002
GSK591,SW620,0.114251536896767
VE821,SW620,2.6285256384862e-002
Uprosertib,SNU-C2B,9.9071604191281e-002
AZ6102,SNU-C2B,0.117569087291351
AZ6102,U-2-OS,0.120897058833842
VE821,U-2-OS,1.23814145620398e-002
AZ6102,HCT-15,0.116193586830328
AZD3759,HCT-15,3.38400521708982e-002
GSK591,HCT-15,7.10075054814586e-002
LJI308,HT-29,3.14433341556596e-002
AZ6102,HT-29,0.109199968412268
AZ6102,EJM,4.43302544664177e-002
GSK591,EJM,-4.50594315953037e-003
GSK591,KMS-12-BM,-2.82646185360906e-002
VE821,KMS-12-BM,6.66228021741629e-003
AZ6102,NCI-H720,6.17819384188538e-002
AZD3759,NCI-H720,-3.95742337069623e-002
GSK591,NCI-H720,-3.19504832269322e-002
VE821,NCI-H720,3.85400783854545e-002
Temozolomide,BT-549,1.50086338501059e-002
SB505124,HCT-15,5.1141247777226e-002
Olaparib,HCT-15,-2.24349662746124e-002
SCH772984,HCT-15,0.161804318597931
MK-1775,HT-29,0.697027988447542
Sapitinib,SK-CO-1,0.315791500123989
LGK974,SK-CO-1,8.8134139597181e-002
SB216763,SW620,-2.69679937500425e-002
Taselisib,SW620,0.152705450961096
SCH772984,SW620,0.506093761131296
AZD4547,SW620,1.53850557270376e-002
GSK591,DG-75,-1.81582014360903e-002
GSK591,C32,4.9491392255207e-002
AZD3759,MFM-223,8.90684222380625e-002
VE821,MHH-ES-1,1.69387511821748e-002
Uprosertib,SW620,-1.38860909946199e-002
AZD3759,SNU-C2B,5.93356177777414e-002
GSK591,U-2-OS,1.71347143203737e-002
AZD3759,HT-29,1.03830166990826e-002
AZ6102,KMS-12-BM,8.18013509372861e-002
AZD3759,KMS-12-BM,-6.86486458653029e-002
LJI308,NCI-H720,-1.88183089133031e-002
Uprosertib,MCF7,0.343133990390464
AT13148,G-401,-1.31665233340278e-002
Cisplatin,NCI-H69,0.1825504552899
Vorinostat,NCI-H69,0.310387484960935
Cisplatin,NCI-H847,0.255322750678478
Vorinostat,NCI-H847,0.359671319743436
AZD7762,NCI-H847,0.641818613639751
SB505124,SNU-C1,0.104678502196694
Olaparib,SNU-C1,-9.34411827862745e-003
MK-1775,SNU-C1,0.317827312593297
LGK974,SNU-C1,8.58054819760318e-002
AZD4547,SNU-C1,0.119598907371911
SB505124,LS-1034,0.229436797847588
Dabrafenib,LS-1034,8.12256645467161e-002
Sapitinib,LS-1034,-1.15408151893174e-002
SB216763,SW837,7.59419604972619e-003
SB505124,SW837,0.211766208847651
MK-1775,SW837,0.479997432687509
LGK974,SW837,2.88299556041126e-002
AZD4547,SW837,2.99020490826051e-002
Vorinostat,WSU-DLCL2,0.424648144217459
AZD7762,WSU-DLCL2,0.752770035580916
Vorinostat,Hs-633T,0.336718808330274
Cisplatin,ES1,0.46737116334905
Vorinostat,ES1,0.239767561638953
AZD7762,ES1,0.813089011800605
Cisplatin,MOG-G-CCM,-2.81979204087213e-002
Vorinostat,MOG-G-CCM,0.20193416380535
AZD7762,MOG-G-CCM,0.359358268441815
Vorinostat,MOG-G-UVW,0.228512337634215
AZD7762,MOG-G-UVW,0.535329200734119
AZD7762,OC-314,0.535920153351054
Uprosertib,EVSA-T,0.645586874135843
PD173074,BT-549,0.236033900164645
Palbociclib,BT-549,3.93120967726711e-002
MK-1775,BT-549,0.344255883058357
OSI-027,BT-549,0.321370102438904
SB505124,HCC2998,6.99573971290765e-002
Dabrafenib,HCC2998,-1.97141590288778e-002
MK-1775,HCC2998,0.51636051145221
Taselisib,HCC2998,0.361471056488808
AZD4547,HCC2998,9.19695697932091e-002
SB505124,LS-123,0.32333689272044
Olaparib,LS-123,6.85706568715995e-002
MK-1775,LS-123,0.429772443510163
SB505124,NCI-H716,0.177187578360825
Dabrafenib,NCI-H716,5.33851094000299e-002
MK-1775,NCI-H716,0.501480573255093
SCH772984,NCI-H716,0.430970337497411
Afatinib,NCI-H716,0.317723457412999
SB505124,RCM-1,0.209603884863521
SB505124,SNU-C5,-1.19060746121608e-002
MK-1775,SW1417,0.368995938801908
Sapitinib,SW1417,0.152419032991156
Uprosertib,BT-20,0.402716760965907
Uprosertib,HCC1419,0.212717380061097
Uprosertib,G-401,0.360487949306301
LJI308,G-401,-9.55806790684607e-002
Gefitinib,MDA-MB-175-VII,0.574601074843043
Nilotinib,MDA-MB-175-VII,0.180823668772159
AZD7762,NCI-H69,0.360191712597714
Cytarabine,NCI-H847,0.559260120237615
Taselisib,SNU-C1,0.558619980089214
SCH772984,LS-1034,0.245209315831473
AZD8055,SNU-C1,0.174164575979515
Uprosertib,HCC1954,0.213759314607393
Cisplatin,WSU-DLCL2,0.199145845152013
Cytarabine,WSU-DLCL2,0.54387186231118
Nilotinib,WSU-DLCL2,0.150199083871203
Cytarabine,Hs-633T,0.590381651048663
AZD7762,Hs-633T,0.528749614731363
Cytarabine,ES1,0.525653557279101
Cytarabine,MOG-G-UVW,0.473009349992564
Cytarabine,OC-314,0.478429071563534
Gefitinib,OC-314,0.114539187420184
Pictilisib,MCF7,0.547330174675494
Axitinib,BT-549,0.143409165618159
Sapitinib,BT-549,2.72398325458169e-002
Taselisib,BT-549,0.201336953010439
Olaparib,NCI-H716,-6.39733286329766e-002
Sapitinib,NCI-H716,-7.54995449945833e-002
AZD4547,NCI-H716,0.777510028325326
SB216763,RCM-1,8.77450085414295e-002
MK-1775,SNU-C5,0.632290292008638
Taselisib,SNU-C5,0.43393634422397
Dabrafenib,SW1417,0.35836029533204
AZD3759,G-401,4.61317011875984e-002
Cytarabine,NCI-H69,0.133291113243378
Nilotinib,NCI-H69,0.18567817695293
Olaparib,LS-1034,6.8375365567784e-002
Taselisib,LS-1034,0.259940264384189
Gefitinib,Hs-633T,-1.14053082153291e-002
Cisplatin,MOG-G-UVW,0.233515430334067
Vorinostat,OC-314,0.204733298611155
SCH772984,HCC2998,0.732233713012629
SB216763,LS-123,2.28936242032217e-002
Taselisib,LS-123,0.322467215265096
LGK974,LS-123,5.25496226373058e-002
Taselisib,NCI-H716,0.474095483066809
Dabrafenib,RCM-1,4.85098737468744e-002
Dabrafenib,SNU-C5,0.277382893163178
SCH772984,SNU-C5,0.291049427245099
Uprosertib,HCC1428,4.41413293696983e-002
Uprosertib,HCC1937,0.231023745956372
AZ6102,G-401,0.172153860480199
GSK591,G-401,-2.27492349636086e-002
VE821,G-401,-6.54550242812308e-002
Gefitinib,NCI-H847,7.42349577532917e-003
Nilotinib,NCI-H847,-1.01361290332853e-002
SB216763,SNU-C1,7.88841013633754e-002
Dabrafenib,SNU-C1,8.46727179454314e-002
Sapitinib,SNU-C1,-2.19561322851888e-002
SCH772984,SNU-C1,0.649532865362375
SB216763,LS-1034,-2.59007820741148e-002
MK-1775,LS-1034,0.36422263264974
Olaparib,SW837,3.2930686257955e-002
Sapitinib,SW837,0.145754883117384
Gefitinib,WSU-DLCL2,-3.4727240393136e-002
Cisplatin,Hs-633T,0.18571186741704
Gefitinib,ES1,-3.53978623771027e-002
Nilotinib,ES1,0.227825179974322
Cytarabine,MOG-G-CCM,8.74108197377534e-002
Gefitinib,MOG-G-CCM,-4.42016758233371e-002
Nilotinib,MOG-G-CCM,9.25202690830038e-002
Gefitinib,MOG-G-UVW,7.46342852074296e-003
Nutlin-3a (-),BT-549,-1.01202693746301e-002
MK-2206,BT-549,0.205750934162845
Pictilisib,BT-549,0.316726438149647
Tamoxifen,BT-549,-2.11078063975656e-003
Trametinib,BT-549,0.131894332550572
Lapatinib,BT-549,5.715108539351e-002
SB216763,HCC2998,-1.67920993073987e-002
Olaparib,HCC2998,-1.02980982765165e-002
Sapitinib,HCC2998,-6.970309345336e-002
LGK974,HCC2998,1.97908423107677e-002
AZD8055,HCC2998,0.396042202549765
Dabrafenib,LS-123,5.39419422090178e-002
Sapitinib,LS-123,0.194649756310749
SCH772984,LS-123,0.282506213207489
AZD4547,LS-123,-3.90370964977058e-002
LGK974,NCI-H716,4.36954920742309e-002
Olaparib,RCM-1,-4.3970011525754e-003
LGK974,RCM-1,3.17537074122283e-002
AZD4547,RCM-1,-4.00101777919405e-002
SB216763,SNU-C5,4.6623362319726e-002
Olaparib,SNU-C5,6.24137460003868e-002
Sapitinib,SNU-C5,-2.23422896430537e-002
Cytarabine,MDA-MB-175-VII,0.482038876917032
