Therapy	Sample	Response	Cancer types	Datasets	Alias
PURMORPHAMINE	PIM164	-0.0076884	BRCA	Powell et al.	PURMORPHAMINE
SORAFENIB	PIM242	-0.11266	BRCA	Powell et al.	SORAFENIB
SORAFENIB	PIM014	0.0056378999999999995	BRCA	Powell et al.	SORAFENIB
SORAFENIB	PIM137	0.050595999999999995	BRCA	Powell et al.	SORAFENIB
SORAFENIB	PIM254	-0.025907999999999997	BRCA	Powell et al.	SORAFENIB
SORAFENIB	PIM040	-0.086136	BRCA	Powell et al.	SORAFENIB
SORAFENIB	PIM053	-0.024922	BRCA	Powell et al.	SORAFENIB
SORAFENIB	PIM091	-0.091589	BRCA	Powell et al.	SORAFENIB
SORAFENIB	PIM262	0.16934000000000002	BRCA	Powell et al.	SORAFENIB
SORAFENIB	PIM068	-0.17633	BRCA	Powell et al.	SORAFENIB
SORAFENIB	PIM163	-0.039682	BRCA	Powell et al.	SORAFENIB
SORAFENIB	PIM010	-0.014322	BRCA	Powell et al.	SORAFENIB
SORAFENIB	PIM025	0.00087433	BRCA	Powell et al.	SORAFENIB
SORAFENIB	PIM164	0.09466799999999999	BRCA	Powell et al.	SORAFENIB
KU-0063794	PIM242	0.097958	BRCA	Powell et al.	KU-0063794
KU-0063794	PIM014	0.074601	BRCA	Powell et al.	KU-0063794
KU-0063794	PIM137	0.17759	BRCA	Powell et al.	KU-0063794
KU-0063794	PIM254	0.11707999999999999	BRCA	Powell et al.	KU-0063794
KU-0063794	PIM040	0.2129	BRCA	Powell et al.	KU-0063794
KU-0063794	PIM053	0.15709	BRCA	Powell et al.	KU-0063794
KU-0063794	PIM091	0.051168	BRCA	Powell et al.	KU-0063794
KU-0063794	PIM262	0.2702	BRCA	Powell et al.	KU-0063794
KU-0063794	PIM068	-0.020156	BRCA	Powell et al.	KU-0063794
KU-0063794	PIM163	0.058927999999999994	BRCA	Powell et al.	KU-0063794
KU-0063794	PIM010	0.12987	BRCA	Powell et al.	KU-0063794
KU-0063794	PIM025	0.067011	BRCA	Powell et al.	KU-0063794
KU-0063794	PIM164	0.04797	BRCA	Powell et al.	KU-0063794
MANUMYCIN A	PIM242	-0.06166	BRCA	Powell et al.	MANUMYCIN A
MANUMYCIN A	PIM014	0.21802	BRCA	Powell et al.	MANUMYCIN A
MANUMYCIN A	PIM137	0.021814	BRCA	Powell et al.	MANUMYCIN A
MANUMYCIN A	PIM254	-0.042558	BRCA	Powell et al.	MANUMYCIN A
MANUMYCIN A	PIM040	0.045084	BRCA	Powell et al.	MANUMYCIN A
MANUMYCIN A	PIM053	0.12925999999999999	BRCA	Powell et al.	MANUMYCIN A
MANUMYCIN A	PIM091	-0.048565	BRCA	Powell et al.	MANUMYCIN A
MANUMYCIN A	PIM262	0.18757000000000001	BRCA	Powell et al.	MANUMYCIN A
MANUMYCIN A	PIM068	0.00026103	BRCA	Powell et al.	MANUMYCIN A
MANUMYCIN A	PIM163	0.11489	BRCA	Powell et al.	MANUMYCIN A
MANUMYCIN A	PIM010	-0.03266	BRCA	Powell et al.	MANUMYCIN A
MANUMYCIN A	PIM025	0.17393	BRCA	Powell et al.	MANUMYCIN A
MANUMYCIN A	PIM164	0.23465999999999998	BRCA	Powell et al.	MANUMYCIN A
TOPOTECAN	PIM242	0.36816	BRCA	Powell et al.	TOPOTECAN
TOPOTECAN	PIM014	0.39009	BRCA	Powell et al.	TOPOTECAN
TOPOTECAN	PIM137	0.23874	BRCA	Powell et al.	TOPOTECAN
TOPOTECAN	PIM254	0.21929	BRCA	Powell et al.	TOPOTECAN
TOPOTECAN	PIM040	0.32315	BRCA	Powell et al.	TOPOTECAN
TOPOTECAN	PIM053	0.23253000000000001	BRCA	Powell et al.	TOPOTECAN
TOPOTECAN	PIM091	0.14010999999999998	BRCA	Powell et al.	TOPOTECAN
TOPOTECAN	PIM262	0.13408	BRCA	Powell et al.	TOPOTECAN
TOPOTECAN	PIM068	0.33407	BRCA	Powell et al.	TOPOTECAN
TOPOTECAN	PIM163	0.41986999999999997	BRCA	Powell et al.	TOPOTECAN
TOPOTECAN	PIM010	0.38395	BRCA	Powell et al.	TOPOTECAN
TOPOTECAN	PIM025	0.28781	BRCA	Powell et al.	TOPOTECAN
TOPOTECAN	PIM164	0.74657	BRCA	Powell et al.	TOPOTECAN
PF-750	PIM242	-0.046958	BRCA	Powell et al.	PF-750
PF-750	PIM014	-0.0086765	BRCA	Powell et al.	PF-750
PF-750	PIM137	0.007284399999999999	BRCA	Powell et al.	PF-750
PF-750	PIM254	-0.015512999999999999	BRCA	Powell et al.	PF-750
PF-750	PIM040	0.071221	BRCA	Powell et al.	PF-750
PF-750	PIM053	0.0089208	BRCA	Powell et al.	PF-750
PF-750	PIM091	-0.021639	BRCA	Powell et al.	PF-750
PF-750	PIM262	-0.021882	BRCA	Powell et al.	PF-750
PF-750	PIM068	-0.0086828	BRCA	Powell et al.	PF-750
PF-750	PIM163	0.024411000000000002	BRCA	Powell et al.	PF-750
PF-750	PIM010	-0.008182	BRCA	Powell et al.	PF-750
PF-750	PIM025	-0.029901	BRCA	Powell et al.	PF-750
PF-750	PIM164	0.018905	BRCA	Powell et al.	PF-750
SRT-1720	PIM242	0.29006	BRCA	Powell et al.	SRT-1720
SRT-1720	PIM014	0.21345	BRCA	Powell et al.	SRT-1720
SRT-1720	PIM137	0.40864	BRCA	Powell et al.	SRT-1720
SRT-1720	PIM254	0.3258	BRCA	Powell et al.	SRT-1720
SRT-1720	PIM040	0.28689000000000003	BRCA	Powell et al.	SRT-1720
SRT-1720	PIM053	0.29575999999999997	BRCA	Powell et al.	SRT-1720
SRT-1720	PIM091	0.25936	BRCA	Powell et al.	SRT-1720
SRT-1720	PIM262	0.48727	BRCA	Powell et al.	SRT-1720
SRT-1720	PIM068	0.30988000000000004	BRCA	Powell et al.	SRT-1720
SRT-1720	PIM163	0.35725999999999997	BRCA	Powell et al.	SRT-1720
SRT-1720	PIM010	0.3232	BRCA	Powell et al.	SRT-1720
SRT-1720	PIM025	0.29141999999999996	BRCA	Powell et al.	SRT-1720
SRT-1720	PIM164	0.33743	BRCA	Powell et al.	SRT-1720
CAY10576	PIM242	-0.06454800000000001	BRCA	Powell et al.	CAY10576
CAY10576	PIM014	-0.022125	BRCA	Powell et al.	CAY10576
CAY10576	PIM137	0.016971	BRCA	Powell et al.	CAY10576
CAY10576	PIM254	-0.016706	BRCA	Powell et al.	CAY10576
CAY10576	PIM040	-0.032777999999999995	BRCA	Powell et al.	CAY10576
CAY10576	PIM053	-0.028352	BRCA	Powell et al.	CAY10576
CAY10576	PIM091	-0.026861000000000003	BRCA	Powell et al.	CAY10576
CAY10576	PIM262	-0.18039000000000002	BRCA	Powell et al.	CAY10576
CAY10576	PIM068	-0.08073999999999999	BRCA	Powell et al.	CAY10576
CAY10576	PIM163	0.026919	BRCA	Powell et al.	CAY10576
CAY10576	PIM010	0.00091778	BRCA	Powell et al.	CAY10576
CAY10576	PIM025	-0.061801	BRCA	Powell et al.	CAY10576
CAY10576	PIM164	-0.016682	BRCA	Powell et al.	CAY10576
VEMURAFENIB	PIM242	-0.042806	BRCA	Powell et al.	VEMURAFENIB
VEMURAFENIB	PIM014	-0.015546	BRCA	Powell et al.	VEMURAFENIB
VEMURAFENIB	PIM137	-0.004647600000000001	BRCA	Powell et al.	VEMURAFENIB
VEMURAFENIB	PIM254	-0.015444999999999999	BRCA	Powell et al.	VEMURAFENIB
VEMURAFENIB	PIM040	-0.018465000000000002	BRCA	Powell et al.	VEMURAFENIB
VEMURAFENIB	PIM053	-0.035568999999999996	BRCA	Powell et al.	VEMURAFENIB
VEMURAFENIB	PIM091	-0.052941999999999996	BRCA	Powell et al.	VEMURAFENIB
VEMURAFENIB	PIM262	-0.075908	BRCA	Powell et al.	VEMURAFENIB
VEMURAFENIB	PIM068	-0.06214	BRCA	Powell et al.	VEMURAFENIB
VEMURAFENIB	PIM163	0.0030898	BRCA	Powell et al.	VEMURAFENIB
VEMURAFENIB	PIM010	-0.016443	BRCA	Powell et al.	VEMURAFENIB
VEMURAFENIB	PIM025	-0.074763	BRCA	Powell et al.	VEMURAFENIB
VEMURAFENIB	PIM164	-0.019244999999999998	BRCA	Powell et al.	VEMURAFENIB
ABT-263 (NAVITOCLAX)	PIM242	-0.028026	BRCA	Powell et al.	NAVITOCLAX
ABT-263 (NAVITOCLAX)	PIM014	-0.027306999999999998	BRCA	Powell et al.	NAVITOCLAX
ABT-263 (NAVITOCLAX)	PIM137	0.0082013	BRCA	Powell et al.	NAVITOCLAX
ABT-263 (NAVITOCLAX)	PIM254	0.0023537	BRCA	Powell et al.	NAVITOCLAX
ABT-263 (NAVITOCLAX)	PIM040	-0.0095417	BRCA	Powell et al.	NAVITOCLAX
ABT-263 (NAVITOCLAX)	PIM053	0.0087855	BRCA	Powell et al.	NAVITOCLAX
ABT-263 (NAVITOCLAX)	PIM091	-0.026823000000000003	BRCA	Powell et al.	NAVITOCLAX
ABT-263 (NAVITOCLAX)	PIM262	0.14105	BRCA	Powell et al.	NAVITOCLAX
ABT-263 (NAVITOCLAX)	PIM068	0.060017999999999995	BRCA	Powell et al.	NAVITOCLAX
ABT-263 (NAVITOCLAX)	PIM163	0.065179	BRCA	Powell et al.	NAVITOCLAX
ABT-263 (NAVITOCLAX)	PIM010	0.09427999999999999	BRCA	Powell et al.	NAVITOCLAX
ABT-263 (NAVITOCLAX)	PIM025	-0.014480000000000002	BRCA	Powell et al.	NAVITOCLAX
ABT-263 (NAVITOCLAX)	PIM164	0.0090985	BRCA	Powell et al.	NAVITOCLAX
ETOPOSIDE	PIM242	0.13192	BRCA	Powell et al.	ETOPOSIDE
ETOPOSIDE	PIM014	0.071827	BRCA	Powell et al.	ETOPOSIDE
ETOPOSIDE	PIM137	0.058548	BRCA	Powell et al.	ETOPOSIDE
ETOPOSIDE	PIM254	0.09942000000000001	BRCA	Powell et al.	ETOPOSIDE
ETOPOSIDE	PIM040	0.064701	BRCA	Powell et al.	ETOPOSIDE
ETOPOSIDE	PIM053	-0.004372600000000001	BRCA	Powell et al.	ETOPOSIDE
ETOPOSIDE	PIM091	-0.012422	BRCA	Powell et al.	ETOPOSIDE
ETOPOSIDE	PIM262	-0.13745	BRCA	Powell et al.	ETOPOSIDE
ETOPOSIDE	PIM068	-0.0013130999999999998	BRCA	Powell et al.	ETOPOSIDE
ETOPOSIDE	PIM163	0.014079	BRCA	Powell et al.	ETOPOSIDE
ETOPOSIDE	PIM010	0.009829799999999998	BRCA	Powell et al.	ETOPOSIDE
ETOPOSIDE	PIM025	0.084954	BRCA	Powell et al.	ETOPOSIDE
ETOPOSIDE	PIM164	0.14415	BRCA	Powell et al.	ETOPOSIDE
IC-87114	PIM242	-0.028584	BRCA	Powell et al.	IC-87114
IC-87114	PIM014	-0.014733000000000001	BRCA	Powell et al.	IC-87114
IC-87114	PIM137	0.034953	BRCA	Powell et al.	IC-87114
IC-87114	PIM254	0.033868999999999996	BRCA	Powell et al.	IC-87114
IC-87114	PIM040	0.06564600000000001	BRCA	Powell et al.	IC-87114
IC-87114	PIM053	-0.035766	BRCA	Powell et al.	IC-87114
IC-87114	PIM091	-0.027317	BRCA	Powell et al.	IC-87114
IC-87114	PIM262	-0.046609	BRCA	Powell et al.	IC-87114
IC-87114	PIM068	-0.093689	BRCA	Powell et al.	IC-87114
IC-87114	PIM163	0.034147000000000004	BRCA	Powell et al.	IC-87114
IC-87114	PIM010	-0.023607	BRCA	Powell et al.	IC-87114
IC-87114	PIM025	-0.016817	BRCA	Powell et al.	IC-87114
IC-87114	PIM164	-0.036094	BRCA	Powell et al.	IC-87114
SCH 79797 DIHYDROCHLORIDE	PIM242	0.46626000000000006	BRCA	Powell et al.	SCH-79797
SCH 79797 DIHYDROCHLORIDE	PIM014	0.49313	BRCA	Powell et al.	SCH-79797
SCH 79797 DIHYDROCHLORIDE	PIM137	0.48801000000000005	BRCA	Powell et al.	SCH-79797
SCH 79797 DIHYDROCHLORIDE	PIM254	0.4771	BRCA	Powell et al.	SCH-79797
SCH 79797 DIHYDROCHLORIDE	PIM040	0.33612	BRCA	Powell et al.	SCH-79797
SCH 79797 DIHYDROCHLORIDE	PIM053	0.34406	BRCA	Powell et al.	SCH-79797
SCH 79797 DIHYDROCHLORIDE	PIM091	0.3042	BRCA	Powell et al.	SCH-79797
SCH 79797 DIHYDROCHLORIDE	PIM262	0.46269	BRCA	Powell et al.	SCH-79797
SCH 79797 DIHYDROCHLORIDE	PIM068	0.45048	BRCA	Powell et al.	SCH-79797
SCH 79797 DIHYDROCHLORIDE	PIM163	0.55435	BRCA	Powell et al.	SCH-79797
SCH 79797 DIHYDROCHLORIDE	PIM010	0.43298000000000003	BRCA	Powell et al.	SCH-79797
SCH 79797 DIHYDROCHLORIDE	PIM025	0.35686	BRCA	Powell et al.	SCH-79797
SCH 79797 DIHYDROCHLORIDE	PIM164	0.39223	BRCA	Powell et al.	SCH-79797
PYR 41	PIM242	-0.040906	BRCA	Powell et al.	PYR 41
PYR 41	PIM014	0.075761	BRCA	Powell et al.	PYR 41
PYR 41	PIM137	0.081338	BRCA	Powell et al.	PYR 41
PYR 41	PIM254	0.055952999999999996	BRCA	Powell et al.	PYR 41
PYR 41	PIM040	0.0058021999999999995	BRCA	Powell et al.	PYR 41
PYR 41	PIM053	-0.039917	BRCA	Powell et al.	PYR 41
PYR 41	PIM091	-0.041491	BRCA	Powell et al.	PYR 41
PYR 41	PIM262	0.094319	BRCA	Powell et al.	PYR 41
PYR 41	PIM068	0.12807000000000002	BRCA	Powell et al.	PYR 41
PYR 41	PIM163	0.14569000000000001	BRCA	Powell et al.	PYR 41
PYR 41	PIM010	0.06411900000000001	BRCA	Powell et al.	PYR 41
PYR 41	PIM025	-0.00025252	BRCA	Powell et al.	PYR 41
PYR 41	PIM164	0.030386	BRCA	Powell et al.	PYR 41
CH 55	PIM242	0.041914	BRCA	Powell et al.	CH-55
CH 55	PIM014	0.0263	BRCA	Powell et al.	CH-55
CH 55	PIM137	0.06453500000000001	BRCA	Powell et al.	CH-55
CH 55	PIM254	0.047363999999999996	BRCA	Powell et al.	CH-55
CH 55	PIM040	0.13945	BRCA	Powell et al.	CH-55
CH 55	PIM053	0.086073	BRCA	Powell et al.	CH-55
CH 55	PIM091	0.0403	BRCA	Powell et al.	CH-55
CH 55	PIM262	0.12232	BRCA	Powell et al.	CH-55
CH 55	PIM068	0.073361	BRCA	Powell et al.	CH-55
CH 55	PIM163	0.15661	BRCA	Powell et al.	CH-55
CH 55	PIM010	0.0	BRCA	Powell et al.	CH-55
CH 55	PIM025	0.018275	BRCA	Powell et al.	CH-55
CH 55	PIM164	-0.0128	BRCA	Powell et al.	CH-55
STF 31	PIM242	0.092224	BRCA	Powell et al.	STF-31
STF 31	PIM014	0.38619000000000003	BRCA	Powell et al.	STF-31
STF 31	PIM137	0.29417	BRCA	Powell et al.	STF-31
STF 31	PIM254	0.06491	BRCA	Powell et al.	STF-31
STF 31	PIM040	0.12567	BRCA	Powell et al.	STF-31
STF 31	PIM053	0.23823000000000003	BRCA	Powell et al.	STF-31
STF 31	PIM091	0.035856	BRCA	Powell et al.	STF-31
STF 31	PIM262	0.34053	BRCA	Powell et al.	STF-31
STF 31	PIM068	0.037006	BRCA	Powell et al.	STF-31
STF 31	PIM163	0.49696	BRCA	Powell et al.	STF-31
STF 31	PIM010	0.26329	BRCA	Powell et al.	STF-31
STF 31	PIM025	0.12437999999999999	BRCA	Powell et al.	STF-31
STF 31	PIM164	0.63922	BRCA	Powell et al.	STF-31
BRD 9876	PIM242	-0.07270499999999999	BRCA	Powell et al.	BRD 9876
BRD 9876	PIM014	0.054015	BRCA	Powell et al.	BRD 9876
BRD 9876	PIM137	0.058241999999999995	BRCA	Powell et al.	BRD 9876
BRD 9876	PIM254	0.007904000000000001	BRCA	Powell et al.	BRD 9876
BRD 9876	PIM040	0.035316	BRCA	Powell et al.	BRD 9876
BRD 9876	PIM053	-0.09020700000000001	BRCA	Powell et al.	BRD 9876
BRD 9876	PIM091	-0.00588	BRCA	Powell et al.	BRD 9876
BRD 9876	PIM262	0.046749	BRCA	Powell et al.	BRD 9876
BRD 9876	PIM068	-0.016281	BRCA	Powell et al.	BRD 9876
BRD 9876	PIM163	-0.0050202	BRCA	Powell et al.	BRD 9876
BRD 9876	PIM010	0.07231699999999999	BRCA	Powell et al.	BRD 9876
BRD 9876	PIM025	-0.027157999999999998	BRCA	Powell et al.	BRD 9876
BRD 9876	PIM164	-0.05976	BRCA	Powell et al.	BRD 9876
(+/-)-BLEBBISTATIN	PIM242	-0.081787	BRCA	Powell et al.	BLEBBISTATIN
(+/-)-BLEBBISTATIN	PIM014	-0.11165	BRCA	Powell et al.	BLEBBISTATIN
(+/-)-BLEBBISTATIN	PIM137	-0.05454	BRCA	Powell et al.	BLEBBISTATIN
(+/-)-BLEBBISTATIN	PIM254	-0.044496	BRCA	Powell et al.	BLEBBISTATIN
(+/-)-BLEBBISTATIN	PIM040	-0.025637	BRCA	Powell et al.	BLEBBISTATIN
(+/-)-BLEBBISTATIN	PIM053	-0.076085	BRCA	Powell et al.	BLEBBISTATIN
(+/-)-BLEBBISTATIN	PIM091	-0.045341	BRCA	Powell et al.	BLEBBISTATIN
(+/-)-BLEBBISTATIN	PIM262	0.00031722	BRCA	Powell et al.	BLEBBISTATIN
(+/-)-BLEBBISTATIN	PIM068	-0.12787	BRCA	Powell et al.	BLEBBISTATIN
(+/-)-BLEBBISTATIN	PIM163	-0.06846100000000001	BRCA	Powell et al.	BLEBBISTATIN
(+/-)-BLEBBISTATIN	PIM010	-0.062463	BRCA	Powell et al.	BLEBBISTATIN
(+/-)-BLEBBISTATIN	PIM025	-0.070043	BRCA	Powell et al.	BLEBBISTATIN
(+/-)-BLEBBISTATIN	PIM164	-0.11281	BRCA	Powell et al.	BLEBBISTATIN
FGIN-1-27	PIM242	-0.063516	BRCA	Powell et al.	FGIN-1-27
FGIN-1-27	PIM014	0.0058288	BRCA	Powell et al.	FGIN-1-27
FGIN-1-27	PIM137	0.014806999999999999	BRCA	Powell et al.	FGIN-1-27
FGIN-1-27	PIM254	-0.017204	BRCA	Powell et al.	FGIN-1-27
FGIN-1-27	PIM040	0.018938	BRCA	Powell et al.	FGIN-1-27
FGIN-1-27	PIM053	-0.069496	BRCA	Powell et al.	FGIN-1-27
FGIN-1-27	PIM091	-0.044061	BRCA	Powell et al.	FGIN-1-27
FGIN-1-27	PIM262	-0.054375	BRCA	Powell et al.	FGIN-1-27
FGIN-1-27	PIM068	-0.041161	BRCA	Powell et al.	FGIN-1-27
FGIN-1-27	PIM163	0.024122	BRCA	Powell et al.	FGIN-1-27
FGIN-1-27	PIM010	0.028973000000000002	BRCA	Powell et al.	FGIN-1-27
FGIN-1-27	PIM025	-0.036733	BRCA	Powell et al.	FGIN-1-27
FGIN-1-27	PIM164	-0.046674	BRCA	Powell et al.	FGIN-1-27
CURCUMIN	PIM242	0.26886	BRCA	Powell et al.	CURCUMIN
CURCUMIN	PIM014	0.28604	BRCA	Powell et al.	CURCUMIN
CURCUMIN	PIM137	0.36136999999999997	BRCA	Powell et al.	CURCUMIN
CURCUMIN	PIM254	0.20315	BRCA	Powell et al.	CURCUMIN
CURCUMIN	PIM040	0.14802	BRCA	Powell et al.	CURCUMIN
CURCUMIN	PIM053	0.27224	BRCA	Powell et al.	CURCUMIN
CURCUMIN	PIM091	0.050562	BRCA	Powell et al.	CURCUMIN
CURCUMIN	PIM262	0.24424	BRCA	Powell et al.	CURCUMIN
CURCUMIN	PIM068	0.32413000000000003	BRCA	Powell et al.	CURCUMIN
CURCUMIN	PIM163	0.24297	BRCA	Powell et al.	CURCUMIN
CURCUMIN	PIM010	0.29744	BRCA	Powell et al.	CURCUMIN
CURCUMIN	PIM025	0.26006	BRCA	Powell et al.	CURCUMIN
CURCUMIN	PIM164	0.16847	BRCA	Powell et al.	CURCUMIN
CYCLOSPORIN A	PIM242	-0.042033	BRCA	Powell et al.	CYCLOSPORIN A
CYCLOSPORIN A	PIM014	-0.022715	BRCA	Powell et al.	CYCLOSPORIN A
CYCLOSPORIN A	PIM137	0.030069	BRCA	Powell et al.	CYCLOSPORIN A
CYCLOSPORIN A	PIM254	-0.021444	BRCA	Powell et al.	CYCLOSPORIN A
CYCLOSPORIN A	PIM040	0.05790599999999999	BRCA	Powell et al.	CYCLOSPORIN A
CYCLOSPORIN A	PIM053	-0.066202	BRCA	Powell et al.	CYCLOSPORIN A
CYCLOSPORIN A	PIM091	-0.022753	BRCA	Powell et al.	CYCLOSPORIN A
CYCLOSPORIN A	PIM262	-0.071238	BRCA	Powell et al.	CYCLOSPORIN A
CYCLOSPORIN A	PIM068	0.033761	BRCA	Powell et al.	CYCLOSPORIN A
CYCLOSPORIN A	PIM163	0.030394	BRCA	Powell et al.	CYCLOSPORIN A
CYCLOSPORIN A	PIM010	0.030829000000000002	BRCA	Powell et al.	CYCLOSPORIN A
CYCLOSPORIN A	PIM025	-0.007533499999999999	BRCA	Powell et al.	CYCLOSPORIN A
CYCLOSPORIN A	PIM164	-0.033637	BRCA	Powell et al.	CYCLOSPORIN A
CI 976	PIM242	-0.036827	BRCA	Powell et al.	CI-976
CI 976	PIM014	-0.0027174	BRCA	Powell et al.	CI-976
CI 976	PIM137	0.067441	BRCA	Powell et al.	CI-976
CI 976	PIM254	-0.024697	BRCA	Powell et al.	CI-976
CI 976	PIM040	0.06324400000000001	BRCA	Powell et al.	CI-976
CI 976	PIM053	-0.036557	BRCA	Powell et al.	CI-976
CI 976	PIM091	-0.029298	BRCA	Powell et al.	CI-976
CI 976	PIM262	-0.027031	BRCA	Powell et al.	CI-976
CI 976	PIM068	0.034526	BRCA	Powell et al.	CI-976
CI 976	PIM163	-0.020165	BRCA	Powell et al.	CI-976
CI 976	PIM010	0.043437	BRCA	Powell et al.	CI-976
CI 976	PIM025	-0.022654	BRCA	Powell et al.	CI-976
CI 976	PIM164	-0.038883	BRCA	Powell et al.	CI-976
OUABAIN	PIM242	0.94178	BRCA	Powell et al.	OUABAIN
OUABAIN	PIM014	0.9172899999999999	BRCA	Powell et al.	OUABAIN
OUABAIN	PIM137	0.8066399999999999	BRCA	Powell et al.	OUABAIN
OUABAIN	PIM254	0.6779999999999999	BRCA	Powell et al.	OUABAIN
OUABAIN	PIM040	0.82868	BRCA	Powell et al.	OUABAIN
OUABAIN	PIM053	0.9226	BRCA	Powell et al.	OUABAIN
OUABAIN	PIM091	0.4994	BRCA	Powell et al.	OUABAIN
OUABAIN	PIM262	0.8463200000000001	BRCA	Powell et al.	OUABAIN
OUABAIN	PIM068	0.8736700000000001	BRCA	Powell et al.	OUABAIN
OUABAIN	PIM163	0.8203299999999999	BRCA	Powell et al.	OUABAIN
OUABAIN	PIM010	0.77241	BRCA	Powell et al.	OUABAIN
OUABAIN	PIM025	0.7638699999999999	BRCA	Powell et al.	OUABAIN
OUABAIN	PIM164	0.8613200000000001	BRCA	Powell et al.	OUABAIN
LY 2183240	PIM242	0.084048	BRCA	Powell et al.	LY-2183240
LY 2183240	PIM014	0.14151	BRCA	Powell et al.	LY-2183240
LY 2183240	PIM137	0.18094000000000002	BRCA	Powell et al.	LY-2183240
LY 2183240	PIM254	0.11653	BRCA	Powell et al.	LY-2183240
LY 2183240	PIM040	0.12642	BRCA	Powell et al.	LY-2183240
LY 2183240	PIM053	0.054622000000000004	BRCA	Powell et al.	LY-2183240
LY 2183240	PIM091	0.013996999999999999	BRCA	Powell et al.	LY-2183240
LY 2183240	PIM262	0.066884	BRCA	Powell et al.	LY-2183240
LY 2183240	PIM068	0.17768	BRCA	Powell et al.	LY-2183240
LY 2183240	PIM163	0.23646999999999999	BRCA	Powell et al.	LY-2183240
LY 2183240	PIM010	0.15578	BRCA	Powell et al.	LY-2183240
LY 2183240	PIM025	0.058421	BRCA	Powell et al.	LY-2183240
LY 2183240	PIM164	0.12793	BRCA	Powell et al.	LY-2183240
HBX 41108	PIM242	0.026982	BRCA	Powell et al.	HBX-41108
HBX 41108	PIM014	0.059424	BRCA	Powell et al.	HBX-41108
HBX 41108	PIM137	0.11663	BRCA	Powell et al.	HBX-41108
HBX 41108	PIM254	0.0032926	BRCA	Powell et al.	HBX-41108
HBX 41108	PIM040	0.051845	BRCA	Powell et al.	HBX-41108
HBX 41108	PIM053	0.12374	BRCA	Powell et al.	HBX-41108
HBX 41108	PIM091	0.28423000000000004	BRCA	Powell et al.	HBX-41108
HBX 41108	PIM262	0.24094000000000002	BRCA	Powell et al.	HBX-41108
HBX 41108	PIM068	0.081609	BRCA	Powell et al.	HBX-41108
HBX 41108	PIM163	0.15225999999999998	BRCA	Powell et al.	HBX-41108
HBX 41108	PIM010	0.13656	BRCA	Powell et al.	HBX-41108
HBX 41108	PIM025	0.31656	BRCA	Powell et al.	HBX-41108
HBX 41108	PIM164	0.071539	BRCA	Powell et al.	HBX-41108
CD 1530	PIM242	0.014168	BRCA	Powell et al.	CD-1530
CD 1530	PIM014	0.029869999999999997	BRCA	Powell et al.	CD-1530
CD 1530	PIM137	0.0073598	BRCA	Powell et al.	CD-1530
CD 1530	PIM254	0.085325	BRCA	Powell et al.	CD-1530
CD 1530	PIM040	0.09854700000000001	BRCA	Powell et al.	CD-1530
CD 1530	PIM053	0.067628	BRCA	Powell et al.	CD-1530
CD 1530	PIM091	0.019597	BRCA	Powell et al.	CD-1530
CD 1530	PIM262	0.21299	BRCA	Powell et al.	CD-1530
CD 1530	PIM068	-0.025737	BRCA	Powell et al.	CD-1530
CD 1530	PIM163	0.039082	BRCA	Powell et al.	CD-1530
CD 1530	PIM010	0.061885	BRCA	Powell et al.	CD-1530
CD 1530	PIM025	0.032017000000000004	BRCA	Powell et al.	CD-1530
CD 1530	PIM164	0.00013648	BRCA	Powell et al.	CD-1530
TRIPTOLIDE	PIM242	0.98815	BRCA	Powell et al.	TRIPTOLIDE
TRIPTOLIDE	PIM014	0.9752799999999999	BRCA	Powell et al.	TRIPTOLIDE
TRIPTOLIDE	PIM137	0.9100799999999999	BRCA	Powell et al.	TRIPTOLIDE
TRIPTOLIDE	PIM254	0.75618	BRCA	Powell et al.	TRIPTOLIDE
TRIPTOLIDE	PIM040	0.9494299999999999	BRCA	Powell et al.	TRIPTOLIDE
TRIPTOLIDE	PIM053	0.9556899999999999	BRCA	Powell et al.	TRIPTOLIDE
TRIPTOLIDE	PIM091	0.38481	BRCA	Powell et al.	TRIPTOLIDE
TRIPTOLIDE	PIM262	0.9614799999999999	BRCA	Powell et al.	TRIPTOLIDE
TRIPTOLIDE	PIM068	0.92624	BRCA	Powell et al.	TRIPTOLIDE
TRIPTOLIDE	PIM163	0.77898	BRCA	Powell et al.	TRIPTOLIDE
TRIPTOLIDE	PIM010	0.9216700000000001	BRCA	Powell et al.	TRIPTOLIDE
TRIPTOLIDE	PIM025	0.9376399999999999	BRCA	Powell et al.	TRIPTOLIDE
TRIPTOLIDE	PIM164	0.87282	BRCA	Powell et al.	TRIPTOLIDE
JW 480	PIM242	-0.063249	BRCA	Powell et al.	JW-480
JW 480	PIM014	0.070974	BRCA	Powell et al.	JW-480
JW 480	PIM137	0.1335	BRCA	Powell et al.	JW-480
JW 480	PIM254	0.039554	BRCA	Powell et al.	JW-480
JW 480	PIM040	0.10611	BRCA	Powell et al.	JW-480
JW 480	PIM053	-0.014647	BRCA	Powell et al.	JW-480
JW 480	PIM091	0.0065373	BRCA	Powell et al.	JW-480
JW 480	PIM262	0.16066	BRCA	Powell et al.	JW-480
JW 480	PIM068	0.050425	BRCA	Powell et al.	JW-480
JW 480	PIM163	0.08455599999999999	BRCA	Powell et al.	JW-480
JW 480	PIM010	0.11291	BRCA	Powell et al.	JW-480
